Date,Open,High,Low,Close,Volume,Adj Close,Date,ret
2007-03-30,142.24,142.84,140.56,142,128194100,123.73,2007-03-30,1.0001616684
2007-04-02,142.16,142.46,141.48,142.16,79416400,123.87,2007-04-02,1.001131496
2007-04-03,142.97,143.98,142.91,143.69,82417800,125.2,2007-04-03,1.010737063
2007-04-04,143.69,143.95,143.16,143.85,63995200,125.34,2007-04-04,1.0011182109
2007-04-05,143.67,144.44,143.61,144.24,46822800,125.68,2007-04-05,1.0027126217
2007-04-09,144.65,144.8,144.15,144.44,50967400,125.86,2007-04-09,1.0014322088
2007-04-10,144.33,144.85,144.27,144.61,56620000,126.01,2007-04-10,1.0011918004
2007-04-11,144.82,144.86,143.54,144.02,106365700,125.49,2007-04-11,0.9958733434
2007-04-12,143.74,144.92,143.34,144.66,115534400,126.05,2007-04-12,1.004462507
2007-04-13,144.9,145.32,144.36,145.32,84287000,126.62,2007-04-13,1.0045220151
2007-04-16,145.83,146.86,145.82,146.7,83064600,127.83,2007-04-16,1.0095561523
2007-04-17,146.97,147.4,146.65,147.09,108424100,128.17,2007-04-17,1.0026597825
2007-04-18,146.6,147.7,146.57,147.27,88345300,128.32,2007-04-18,1.0011703207
2007-04-19,146.55,147.4,146.36,147.23,102947700,128.29,2007-04-19,0.9997662095
2007-04-20,148.22,148.62,147.04,148.62,124114100,129.5,2007-04-20,1.0094317562
2007-04-23,148.37,148.73,147.97,148.06,77270800,129.01,2007-04-23,0.9962162162
2007-04-24,148.23,148.4,147.32,148.12,114471000,129.06,2007-04-24,1.0003875669
2007-04-25,148.73,149.66,148.02,149.48,108418800,130.25,2007-04-25,1.0092205176
2007-04-26,149.49,149.8,149.1,149.65,88741600,130.4,2007-04-26,1.0011516315
2007-04-27,149.09,149.74,148.84,149.53,108191100,130.29,2007-04-27,0.9991564417
2007-04-30,149.64,149.74,148.21,148.29,100874100,129.21,2007-04-30,0.991710799
2007-05-01,148.42,149.47,147.67,148.67,134342700,129.54,2007-05-01,1.0025539819
2007-05-02,148.9,149.95,148.75,149.54,87129800,130.3,2007-05-02,1.0058669137
2007-05-03,149.97,150.4,149.73,150.35,86569700,131.01,2007-05-03,1.0054489639
2007-05-04,150.75,151.12,150.22,150.92,96409000,131.5,2007-05-04,1.0037401725
2007-05-07,150.88,151.2,150.81,150.95,63461400,131.53,2007-05-07,1.0002281369
2007-05-08,150.58,150.92,150.13,150.75,80584000,131.36,2007-05-08,0.9987075192
2007-05-09,150.64,152.82,150.37,151.16,102070100,131.71,2007-05-09,1.0026644336
2007-05-10,150.73,151.02,149.27,149.58,153617800,130.34,2007-05-10,0.98959836
2007-05-11,149.75,150.93,149.72,150.86,113408900,131.45,2007-05-11,1.0085161884
2007-05-14,150.86,151.3,149.79,150.53,108027500,131.16,2007-05-14,0.997793838
2007-05-15,150.7,151.66,150.19,150.57,180673300,131.2,2007-05-15,1.000304971
2007-05-16,150.8,151.63,150.38,151.6,114166500,132.1,2007-05-16,1.0068597561
2007-05-17,151.38,151.96,151.11,151.3,101132800,131.84,2007-05-17,0.9980317941
2007-05-18,152.01,152.62,151.81,152.62,99182000,132.99,2007-05-18,1.0087226942
2007-05-21,152.58,153.23,152.5,152.54,174664600,132.92,2007-05-21,0.9994736446
2007-05-22,152.7,153.16,152.38,152.42,82148800,132.81,2007-05-22,0.9991724345
2007-05-23,152.95,153.5,152.36,152.44,133786600,132.83,2007-05-23,1.0001505911
2007-05-24,152.53,153.21,150.74,151.06,187593000,131.63,2007-05-24,0.9909658963
2007-05-25,151.5,152.02,151.18,151.69,83309200,132.18,2007-05-25,1.0041783788
2007-05-29,151.94,152.5,151.45,152.24,82020000,132.65,2007-05-29,1.0035557573
2007-05-30,151.46,153.54,151.34,153.48,129013600,133.73,2007-05-30,1.0081417263
2007-05-31,153.67,153.89,153.12,153.32,114866700,133.6,2007-05-31,0.999027892
2007-06-01,153.88,154.4,153.51,154.08,107771700,134.26,2007-06-01,1.0049401198
2007-06-04,153.54,154.39,153.48,154.1,78008800,134.28,2007-06-04,1.0001489647
2007-06-05,153.74,153.9,152.86,153.49,126917900,133.74,2007-06-05,0.9959785523
2007-06-06,152.86,152.95,151.75,151.84,164096800,132.31,2007-06-06,0.9893076118
2007-06-07,151.56,152.5,149.06,149.1,232414600,129.92,2007-06-07,0.9819363616
2007-06-08,149.58,151.19,149.09,151.04,175886000,131.61,2007-06-08,1.0130080049
2007-06-11,150.93,151.95,150.7,151.3,102015600,131.84,2007-06-11,1.0017475876
2007-06-12,150.67,151.54,149.55,149.65,233898000,130.4,2007-06-12,0.9890776699
2007-06-13,150.5,152.07,149.72,151.89,193208200,132.35,2007-06-13,1.0149539877
2007-06-14,152.06,153.12,152.03,152.86,146396500,133.19,2007-06-14,1.0063468077
2007-06-15,153.14,153.66,152.93,153.07,154030800,133.95,2007-06-15,1.0057061341
2007-06-18,153.38,153.39,152.66,152.89,88537500,133.8,2007-06-18,0.9988801792
2007-06-19,152.55,153.38,152.36,153.27,110851700,134.13,2007-06-19,1.0024663677
2007-06-20,153.58,153.58,150.96,151.14,177119700,132.26,2007-06-20,0.9860583016
2007-06-21,151.08,152.11,150.25,151.98,205262000,133,2007-06-21,1.0055950401
2007-06-22,151.52,151.77,149.85,150.55,204964700,131.75,2007-06-22,0.9906015038
2007-06-25,150.24,151.25,149.02,149.83,232014400,131.12,2007-06-25,0.9952182163
2007-06-26,150.21,150.46,148.28,148.29,198445700,129.77,2007-06-26,0.9897040879
2007-06-27,148.13,150.57,148.06,150.4,213638000,131.62,2007-06-27,1.0142559914
2007-06-28,150.38,151.41,149.67,150.38,157705000,131.6,2007-06-28,0.9998480474
2007-06-29,150.9,151.65,149.15,150.43,199701800,131.64,2007-06-29,1.0003039514
2007-07-02,150.87,151.92,150.77,151.79,103357000,132.83,2007-07-02,1.0090398055
2007-07-03,152.18,152.5,151.99,152.34,54048400,133.31,2007-07-03,1.0036136415
2007-07-05,152.4,152.56,151.63,152.18,89279000,133.17,2007-07-05,0.9989498162
2007-07-06,152.38,153.17,151.93,152.98,81109000,133.87,2007-07-06,1.0052564391
2007-07-09,153.16,153.36,152.62,153.1,72348100,133.98,2007-07-09,1.0008216927
2007-07-10,152.29,152.61,150.77,150.92,180362600,132.07,2007-07-10,0.9857441409
2007-07-11,150.75,152.05,150.52,151.99,175607600,133.01,2007-07-11,1.0071174377
2007-07-12,152.37,154.75,152.34,154.39,133882500,135.11,2007-07-12,1.0157882866
2007-07-13,154.57,155.46,154.39,154.85,111794300,135.51,2007-07-13,1.0029605507
2007-07-16,154.99,155.53,154.58,154.83,98378700,135.49,2007-07-16,0.9998524094
2007-07-17,154.93,155.48,154.68,154.75,126201300,135.42,2007-07-17,0.9994833567
2007-07-18,154.23,154.8,153.3,154.47,237887400,135.18,2007-07-18,0.9982277359
2007-07-19,155.2,155.53,154.75,155.07,145212700,135.7,2007-07-19,1.0038467229
2007-07-20,154.89,154.99,152.83,153.5,245502500,134.33,2007-07-20,0.9899042004
2007-07-23,154.18,154.72,153.3,153.97,121183900,134.74,2007-07-23,1.0030521849
2007-07-24,153.12,154.28,150.76,151.3,256732400,132.4,2007-07-24,0.9826332195
2007-07-25,152.02,152.39,150.25,151.61,265214500,132.67,2007-07-25,1.0020392749
2007-07-26,150.19,150.8,146.39,148.02,467592500,129.53,2007-07-26,0.976332253
2007-07-27,148.21,148.87,145.05,145.11,422987600,126.99,2007-07-27,0.9803906431
2007-07-30,145.93,147.81,145.29,147.38,283017500,128.97,2007-07-30,1.0155917789
2007-07-31,148.33,149.46,145.04,145.72,316976700,127.52,2007-07-31,0.9887570753
2007-08-01,145.18,147.01,143.95,146.43,467670000,128.14,2007-08-01,1.0048619824
2007-08-02,146.76,147.76,145.26,147.6,294758400,129.17,2007-08-02,1.0080380833
2007-08-03,147.28,147.58,143.2,143.8,359398200,125.84,2007-08-03,0.9742200201
2007-08-06,144.21,146.83,142.53,146.21,324980000,127.95,2007-08-06,1.0167673236
2007-08-07,145.94,149,145.23,147.77,232568700,129.31,2007-08-07,1.010629152
2007-08-08,148.41,150.59,147.34,149.83,274930600,131.12,2007-08-08,1.0139973707
2007-08-09,147.43,148.95,145.29,145.39,357622100,127.23,2007-08-09,0.9703325198
2007-08-10,144.39,146.5,143.12,144.71,411018400,126.64,2007-08-10,0.9953627289
2007-08-13,146.5,146.89,145.02,145.23,181917200,127.09,2007-08-13,1.0035533797
2007-08-14,145.7,146.06,142.72,143.01,264134500,125.15,2007-08-14,0.984735227
2007-08-15,142.72,144.46,140.62,141.04,323834000,123.43,2007-08-15,0.9862564922
2007-08-16,139.79,142.94,137,142.1,546743700,124.35,2007-08-16,1.0074536174
2007-08-17,145.5,145.81,141.39,144.71,388218100,126.64,2007-08-17,1.018415762
2007-08-20,145.17,145.47,143.29,144.64,187320400,126.58,2007-08-20,0.999526216
2007-08-21,144.6,145.97,144.14,144.93,157066400,126.83,2007-08-21,1.0019750356
2007-08-22,146.01,146.8,145.33,146.65,173156700,128.33,2007-08-22,1.0118268548
2007-08-23,147.34,147.65,145.61,146.52,203915300,128.22,2007-08-23,0.9991428349
2007-08-24,146.48,148.33,146.28,148.33,128901900,129.8,2007-08-24,1.0123225706
2007-08-27,147.85,148.33,146.73,146.95,113024300,128.6,2007-08-27,0.9907550077
2007-08-28,146.16,146.25,143.46,143.72,219790700,125.77,2007-08-28,0.9779937792
2007-08-29,144.37,146.74,143.96,146.54,207654200,128.24,2007-08-29,1.0196390236
2007-08-30,145.45,147.19,145.31,146.15,191817300,127.9,2007-08-30,0.9973487211
2007-08-31,147.65,148.5,146.83,147.59,185477500,129.16,2007-08-31,1.0098514464
2007-09-04,147.45,149.98,147.4,149.08,120062000,130.46,2007-09-04,1.0100650356
2007-09-05,148.2,148.36,147,147.79,166261800,129.33,2007-09-05,0.9913383413
2007-09-06,147.95,148.61,147.12,148.13,127878400,129.63,2007-09-06,1.0023196474
2007-09-07,146.48,146.89,145.26,146.07,235447600,127.83,2007-09-07,0.9861143254
2007-09-10,146.52,146.72,144.33,145.79,192305900,127.58,2007-09-10,0.9980442776
2007-09-11,146.24,147.7,146.13,147.49,162081900,129.07,2007-09-11,1.0116789465
2007-09-12,147.29,148.44,146.98,147.87,149554600,129.4,2007-09-12,1.0025567522
2007-09-13,148.55,149.45,148.2,148.91,154079000,130.31,2007-09-13,1.0070324575
2007-09-14,147.96,149.09,147.74,148.9,121911000,130.3,2007-09-14,0.9999232599
2007-09-17,148.31,148.65,147.63,148.1,109870800,129.6,2007-09-17,0.994627782
2007-09-18,148.83,152.5,148.13,152.46,263759500,133.42,2007-09-18,1.0294753086
2007-09-19,153.41,154.39,152.71,153.36,193779900,134.21,2007-09-19,1.0059211513
2007-09-20,153.34,153.43,152.11,152.28,175186800,133.26,2007-09-20,0.9929215409
2007-09-21,152.71,153.12,151.74,151.97,141457500,133.62,2007-09-21,1.0027014858
2007-09-24,152.42,152.82,151.36,151.69,139450200,133.37,2007-09-24,0.9981290226
2007-09-25,150.81,151.66,150.47,151.39,142289900,133.11,2007-09-25,0.9980505361
2007-09-26,152.25,152.77,151.39,152.19,135547000,133.81,2007-09-26,1.0052588085
2007-09-27,152.91,153.1,152.19,153.09,102713300,134.61,2007-09-27,1.0059786264
2007-09-28,152.85,153.19,151.98,152.58,133372100,134.16,2007-09-28,0.9966570091
2007-10-01,152.6,154.75,152.5,154.3,148162300,135.67,2007-10-01,1.0112552177
2007-10-02,154.61,154.65,153.81,154.09,112978800,135.48,2007-10-02,0.998599543
2007-10-03,153.81,154.41,153.01,153.78,119055900,135.21,2007-10-03,0.9980070859
2007-10-04,154.11,154.26,153.59,154.02,76864400,135.42,2007-10-04,1.0015531396
2007-10-05,155.03,156.1,154.63,155.85,134579700,137.03,2007-10-05,1.0118889381
2007-10-08,155.39,155.49,154.77,155.02,71280400,136.3,2007-10-08,0.9946726994
2007-10-09,155.6,156.5,155.03,156.48,94054300,137.59,2007-10-09,1.0094644167
2007-10-10,156.04,156.44,155.41,156.22,101711100,137.36,2007-10-10,0.9983283669
2007-10-11,156.93,157.52,154.54,155.47,233529100,136.7,2007-10-11,0.9951951077
2007-10-12,155.46,156.35,155.27,156.33,124546700,137.45,2007-10-12,1.0054864667
2007-10-15,156.27,156.36,153.94,155.01,161151900,136.29,2007-10-15,0.9915605675
2007-10-16,154.41,154.52,153.47,153.78,166525700,135.21,2007-10-16,0.9920757209
2007-10-17,154.98,155.09,152.47,154.25,216687300,135.63,2007-10-17,1.0031062791
2007-10-18,153.45,154.19,153.08,153.69,148367500,135.13,2007-10-18,0.9963135
2007-10-19,153.09,156.48,149.66,149.67,297169900,131.6,2007-10-19,0.9738770073
2007-10-22,148.86,150.76,148.66,150.54,261989800,132.36,2007-10-22,1.005775076
2007-10-23,151.46,151.95,150.25,151.76,180085100,133.44,2007-10-23,1.0081595648
2007-10-24,151.21,151.74,148.84,151.48,326694200,133.19,2007-10-24,0.9981264988
2007-10-25,151.65,152.29,149.88,151.84,237374500,133.51,2007-10-25,1.0024025828
2007-10-26,153.06,153.62,151.9,153.62,176484000,135.07,2007-10-26,1.011684518
2007-10-29,153.93,154.44,153.55,154.13,106841000,135.52,2007-10-29,1.0033316058
2007-10-30,153.45,153.75,152.87,153.06,132981600,134.58,2007-10-30,0.9930637544
2007-10-31,153.98,155.27,152.84,154.65,220954400,135.98,2007-10-31,1.0104027344
2007-11-01,153.29,153.41,150.59,151.03,333040800,132.79,2007-11-01,0.9765406677
2007-11-02,151.53,152,149.21,151.2,331228200,132.94,2007-11-02,1.0011296031
2007-11-05,149.64,151.16,148.97,150.05,226841000,131.93,2007-11-05,0.9924025876
2007-11-06,150.86,152.11,149.9,152.07,177800500,133.71,2007-11-06,1.0134920033
2007-11-07,150.44,151.13,147.55,147.91,306639700,130.05,2007-11-07,0.9726273278
2007-11-08,147.99,148.4,145.07,147.16,374509900,129.39,2007-11-08,0.9949250288
2007-11-09,145.69,147.54,144.89,145.14,277745100,127.62,2007-11-09,0.9863204266
2007-11-12,145.21,146.61,143.7,143.7,243087800,126.35,2007-11-12,0.9900485817
2007-11-13,145.37,148.31,145.22,148.08,191117400,130.2,2007-11-13,1.0304709141
2007-11-14,149.22,149.4,146.78,147.67,230558800,129.84,2007-11-14,0.997235023
2007-11-15,146.57,147.49,144.52,145.54,263111100,127.97,2007-11-15,0.9855976587
2007-11-16,146.31,146.47,144.57,145.79,308770600,128.19,2007-11-16,1.0017191529
2007-11-19,145.28,145.36,143.19,143.76,267746000,126.4,2007-11-19,0.9860363523
2007-11-20,144.02,145.53,142.11,144.64,414767500,127.18,2007-11-20,1.0061708861
2007-11-21,143.08,143.91,141.67,141.68,259012400,124.57,2007-11-21,0.9794779053
2007-11-23,143.07,144.34,142.7,144.13,77688400,126.73,2007-11-23,1.0173396484
2007-11-26,144.43,144.88,140.66,140.95,214232000,123.93,2007-11-26,0.977905784
2007-11-27,141.74,143.23,140.95,142.57,293897900,125.36,2007-11-27,1.0115387719
2007-11-28,144.19,147.47,144.14,147.13,258596900,129.37,2007-11-28,1.0319878749
2007-11-29,146.62,147.72,146.1,147.18,199409900,129.41,2007-11-29,1.0003091907
2007-11-30,149.04,149.87,147.33,148.66,222908000,130.71,2007-11-30,1.0100455915
2007-12-03,148.19,148.45,147.29,147.68,146430400,129.85,2007-12-03,0.9934205493
2007-12-04,146.66,147.54,146.31,146.36,136533900,128.69,2007-12-04,0.9910666153
2007-12-05,147.93,149.2,147.83,148.81,171130000,130.84,2007-12-05,1.0167068148
2007-12-06,148.63,151.21,148.57,150.94,154457400,132.72,2007-12-06,1.0143686946
2007-12-07,151.42,151.5,150.55,150.91,148980100,132.69,2007-12-07,0.9997739602
2007-12-10,151.28,152.25,150.86,152.08,123914300,133.72,2007-12-10,1.0077624538
2007-12-11,152.14,152.89,147.83,147.91,250346400,130.05,2007-12-11,0.9725545917
2007-12-12,151.06,151.77,147.2,149.37,322435600,131.33,2007-12-12,1.0098423683
2007-12-13,148.32,149.39,147.3,149.06,237551300,131.06,2007-12-13,0.9979441103
2007-12-14,147.93,149.1,147.1,147.17,159152900,129.4,2007-12-14,0.9873340455
2007-12-17,146.61,146.87,144.86,145.07,177269400,127.55,2007-12-17,0.9857032457
2007-12-18,146.1,146.48,143.96,145.88,245569300,128.27,2007-12-18,1.0056448452
2007-12-19,145.94,146.89,144.94,145.88,198917200,128.27,2007-12-19,1
2007-12-20,146.84,146.86,145.18,146.8,214813800,129.08,2007-12-20,1.0063148047
2007-12-21,147.37,148.42,147.09,148.13,146084400,130.94,2007-12-21,1.0144096684
2007-12-24,148.82,149.48,148.48,149.23,45601400,131.91,2007-12-24,1.0074079731
2007-12-26,148.65,149.68,148.5,149.55,67093100,132.19,2007-12-26,1.0021226594
2007-12-27,149.02,149.03,147.32,147.67,122981700,130.53,2007-12-27,0.9874423179
2007-12-28,148.54,148.61,146.9,147.3,116398100,130.2,2007-12-28,0.9974718456
2007-12-31,147.1,147.61,146.06,146.21,108126800,129.24,2007-12-31,0.9926267281
2008-01-02,146.53,146.99,143.88,144.93,204935600,128.11,2008-01-02,0.9912565769
2008-01-03,144.91,145.49,144.07,144.86,125133300,128.05,2008-01-03,0.9995316525
2008-01-04,143.34,143.44,140.91,141.31,232330900,124.91,2008-01-04,0.9754783288
2008-01-07,141.81,142.23,140.1,141.19,234991000,124.8,2008-01-07,0.9991193659
2008-01-08,142.08,142.9,138.44,138.91,326365700,122.79,2008-01-08,0.9838942308
2008-01-09,139.09,140.79,137.7,140.37,301824900,124.08,2008-01-09,1.0105057415
2008-01-10,139.68,142.8,139.37,141.29,335701200,124.89,2008-01-10,1.0065280464
2008-01-11,140.78,141.9,139,140.15,267076600,123.88,2008-01-11,0.9919128833
2008-01-14,141.16,141.86,140.4,141.28,170365500,124.88,2008-01-14,1.0080723281
2008-01-15,139.79,141.49,137.9,138.17,239940100,122.13,2008-01-15,0.9779788597
2008-01-16,137.36,139.12,136.28,136.98,378802600,121.08,2008-01-16,0.9914026038
2008-01-17,137.81,137.88,132.93,133.43,397892600,117.94,2008-01-17,0.9740667327
2008-01-18,134.74,135.02,131.1,132.06,348561500,116.73,2008-01-18,0.989740546
2008-01-22,127.21,132.43,126,130.72,435923700,115.55,2008-01-22,0.9898912019
2008-01-23,127.09,134.19,126.84,133.86,511913000,118.32,2008-01-23,1.0239723064
2008-01-24,134.48,135.46,133.31,134.99,259949300,119.32,2008-01-24,1.0084516565
2008-01-25,136.51,136.76,132.6,133.04,269603900,117.6,2008-01-25,0.9855849816
2008-01-28,133.26,135.52,132.06,135.24,217934600,119.54,2008-01-28,1.0164965986
2008-01-29,136.1,136.45,134.88,135.91,168968300,120.13,2008-01-29,1.0049355864
2008-01-30,135.58,138.54,134.6,134.91,334939200,119.25,2008-01-30,0.9926746025
2008-01-31,133.4,138.54,133.2,137.37,343680800,121.42,2008-01-31,1.018197065
2008-02-01,137.94,139.61,137.52,139.58,206843600,123.38,2008-02-01,1.0161423159
2008-02-04,139.21,139.3,137.64,137.82,124694300,121.82,2008-02-04,0.9873561355
2008-02-05,135.94,136.25,133.67,134.13,286882500,118.56,2008-02-05,0.9732392054
2008-02-06,134.58,135.25,132.41,133.05,250792900,117.61,2008-02-06,0.9919871795
2008-02-07,131.8,134.79,131.73,133.93,297368100,118.38,2008-02-07,1.0065470623
2008-02-08,133.09,134.22,132.1,133.07,221643500,117.62,2008-02-08,0.9935799966
2008-02-11,133.1,134.23,132.04,133.75,188576300,118.22,2008-02-11,1.0051011733
2008-02-12,134.91,136.31,133.98,134.99,256654400,119.32,2008-02-12,1.0093046862
2008-02-13,136.01,137.06,135.14,136.37,181967800,120.54,2008-02-13,1.0102246061
2008-02-14,136.95,137,134.79,135.17,215108500,119.48,2008-02-14,0.9912062386
2008-02-15,134.5,135.22,133.91,135.14,154110300,119.45,2008-02-15,0.999748912
2008-02-19,136.72,136.89,134.61,135.52,145190000,119.79,2008-02-19,1.0028463792
2008-02-20,133.99,136.55,133.76,135.92,220085700,120.14,2008-02-20,1.0029217798
2008-02-21,136.66,137.01,134.07,134.79,201051200,119.14,2008-02-21,0.9916763776
2008-02-22,134.97,135.85,132.86,135.62,205491000,119.88,2008-02-22,1.0062111801
2008-02-25,135.54,137.65,134.78,137.33,190107000,121.39,2008-02-25,1.0125959293
2008-02-26,136.75,138.95,136.5,138.36,212420700,122.3,2008-02-26,1.0074964989
2008-02-27,137.56,139.14,137.41,138.22,168395800,122.18,2008-02-27,0.9990188062
2008-02-28,137.24,137.96,136.55,136.87,170831100,120.98,2008-02-28,0.9901784253
2008-02-29,135.6,135.68,132.78,133.82,252715200,118.29,2008-02-29,0.9777649198
2008-03-03,133.14,133.81,132.24,133.5,189483500,118,2008-03-03,0.997548398
2008-03-04,132.23,133.4,130.99,132.99,282513100,117.55,2008-03-04,0.9961864407
2008-03-05,133.42,134.77,132.34,133.83,270681400,118.3,2008-03-05,1.0063802637
2008-03-06,132.98,133.22,130.55,131.06,247911700,115.85,2008-03-06,0.9792899408
2008-03-07,129.77,131.74,128.58,129.71,326434600,114.65,2008-03-07,0.9896417782
2008-03-10,129.84,129.93,127.59,128,235683300,113.14,2008-03-10,0.986829481
2008-03-11,130.72,132.72,128.95,132.6,341440600,117.21,2008-03-11,1.0359731306
2008-03-12,132.74,133.77,131.16,131.36,229161100,116.11,2008-03-12,0.9906151352
2008-03-13,129.61,132.64,128.6,131.65,351504200,116.37,2008-03-13,1.0022392559
2008-03-14,132.77,132.81,127.78,129.61,484687800,114.57,2008-03-14,0.9845320959
2008-03-17,126.57,129.26,126.07,128.3,405311100,113.41,2008-03-17,0.9898751855
2008-03-18,130.62,133.69,129.98,133.63,334416600,118.12,2008-03-18,1.0415307292
2008-03-19,134.14,134.65,130.04,130.32,345971600,115.19,2008-03-19,0.9751947172
2008-03-20,130.05,132.91,129.26,132.08,245320700,117.33,2008-03-20,1.0185780016
2008-03-24,133.31,135.81,133.24,134.72,208977300,119.67,2008-03-24,1.0199437484
2008-03-25,134.86,135.55,133.77,134.85,192947200,119.79,2008-03-25,1.0010027576
2008-03-26,134.46,135.09,133.11,133.2,196934300,118.32,2008-03-26,0.9877285249
2008-03-27,134.2,134.44,132.36,132.78,225153200,117.95,2008-03-27,0.9968728871
2008-03-28,132.99,133.36,131.06,131.51,180896100,116.82,2008-03-28,0.9904196694
2008-03-31,131.29,132.73,131.09,131.97,166692100,117.23,2008-03-31,1.003509673
2008-04-01,133.61,136.84,133.51,136.61,254547300,121.35,2008-04-01,1.0351445876
2008-04-02,137.05,137.67,135.98,136.7,210910800,121.43,2008-04-02,1.0006592501
2008-04-03,135.96,137.44,135.71,137.04,175884800,121.73,2008-04-03,1.0024705592
2008-04-04,137.12,137.96,136.12,136.89,204446800,121.6,2008-04-04,0.9989320628
2008-04-07,137.87,138.57,136.74,136.96,154245500,121.66,2008-04-07,1.0004934211
2008-04-08,136.19,136.92,135.95,136.82,148937300,121.54,2008-04-08,0.9990136446
2008-04-09,136.61,136.8,134.89,135.83,195610600,120.66,2008-04-09,0.9927595853
2008-04-10,135.42,136.67,134.9,136.02,192967800,120.83,2008-04-10,1.0014089176
2008-04-11,134.49,135.12,133.01,133.38,222973300,118.48,2008-04-11,0.9805511876
2008-04-14,133.19,133.54,132.55,132.93,160522000,118.08,2008-04-14,0.9966239028
2008-04-15,133.58,133.69,132.33,133.24,172389200,118.36,2008-04-15,1.0023712737
2008-04-16,134.54,136.91,134.52,136.85,189268900,121.56,2008-04-16,1.0270361609
2008-04-17,136.02,137.25,135.66,137.05,179665700,121.74,2008-04-17,1.0014807502
2008-04-18,138.94,139.56,138.26,138.48,218530600,123.01,2008-04-18,1.0104320683
2008-04-21,138.23,138.98,137.85,138.55,118587400,123.07,2008-04-21,1.0004877652
2008-04-22,138.19,138.31,136.9,137.94,162166100,122.53,2008-04-22,0.9956122532
2008-04-23,138.09,138.78,137.12,137.72,193309000,122.34,2008-04-23,0.9984493593
2008-04-24,138.08,139.74,137.04,138.32,229381300,122.87,2008-04-24,1.004332189
2008-04-25,139.4,139.89,137.91,139.6,190788100,124.01,2008-04-25,1.0092780988
2008-04-28,139.88,140.25,139.38,139.63,105610200,124.03,2008-04-28,1.0001612773
2008-04-29,139.39,139.73,138.61,139.08,125514100,123.54,2008-04-29,0.9960493429
2008-04-30,139.29,140.59,138.26,138.26,208395900,122.82,2008-04-30,0.9941719281
2008-05-01,138.38,141.12,138.27,141.12,187279500,125.36,2008-05-01,1.0206806709
2008-05-02,142.34,142.37,140.56,141.51,181585500,125.7,2008-05-02,1.0027121889
2008-05-05,141.05,141.61,140.41,140.83,118504500,125.1,2008-05-05,0.9952267303
2008-05-06,140.02,142.2,139.69,142.05,179339800,126.18,2008-05-06,1.0086330935
2008-05-07,141.89,142.04,139.13,139.52,199267300,123.94,2008-05-07,0.9822475828
2008-05-08,139.74,140.32,138.98,139.16,178321200,123.62,2008-05-08,0.9974181055
2008-05-09,138.6,139.39,138.45,138.9,152588200,123.38,2008-05-09,0.9980585666
2008-05-12,139.25,140.56,138.73,140.46,147865900,124.77,2008-05-12,1.0112660075
2008-05-13,140.8,140.89,139.73,140.48,159132200,124.79,2008-05-13,1.0001602949
2008-05-14,141.07,142.2,140.46,140.77,181910800,125.05,2008-05-14,1.0020835003
2008-05-15,141.04,142.63,140.83,142.53,166927000,126.61,2008-05-15,1.01247501
2008-05-16,142.86,142.87,141.61,142.66,204236800,126.72,2008-05-16,1.0008688097
2008-05-19,142.81,144.3,142.3,143.05,165664400,127.07,2008-05-19,1.0027619949
2008-05-20,142.27,142.34,141,141.89,178552100,126.04,2008-05-20,0.9918942315
2008-05-21,141.81,142.12,139,139.49,252724800,123.91,2008-05-21,0.983100603
2008-05-22,139.43,140.17,139,139.51,170820400,123.93,2008-05-22,1.0001614075
2008-05-23,139.05,139.66,137.52,137.64,181376400,122.27,2008-05-23,0.9866053417
2008-05-27,137.8,139,137.53,138.66,168322900,123.17,2008-05-27,1.007360759
2008-05-28,139.17,140,138,139.3,181288100,123.74,2008-05-28,1.0046277503
2008-05-29,139.13,140.93,139.08,140,173927200,124.36,2008-05-29,1.0050105059
2008-05-30,140.47,140.74,139.94,140.35,117362000,124.67,2008-05-30,1.0024927629
2008-06-02,139.83,139.86,138,138.9,181069900,123.38,2008-06-02,0.9896526831
2008-06-03,139.3,139.62,137.23,138.09,271965700,122.67,2008-06-03,0.9942454207
2008-06-04,137.7,139.16,137.46,138.02,246637700,122.6,2008-06-04,0.9994293633
2008-06-05,138.58,140.89,138.32,140.78,237867100,125.05,2008-06-05,1.0199836868
2008-06-06,139.55,139.8,136.22,136.29,384077400,121.07,2008-06-06,0.9681727309
2008-06-09,136.86,137.5,135.41,136.62,228263900,121.36,2008-06-09,1.0023953085
2008-06-10,135.67,137.1,135.35,135.94,260138500,120.76,2008-06-10,0.9950560316
2008-06-11,135.97,136.26,133.93,133.94,283890100,118.98,2008-06-11,0.9852600199
2008-06-12,134.6,135.87,133.52,134.45,252791800,119.43,2008-06-12,1.0037821483
2008-06-13,135.17,136.52,134.42,136.15,244726900,120.94,2008-06-13,1.0126433894
2008-06-16,135.55,136.93,135.46,136.23,185832500,121.01,2008-06-16,1.0005787994
2008-06-17,137.07,137.12,135.37,135.57,191707700,120.43,2008-06-17,0.9952070077
2008-06-18,134.69,135.52,133.71,134.25,265893000,119.25,2008-06-18,0.990201777
2008-06-19,134.15,135.24,133.5,134.42,304204900,119.41,2008-06-19,1.0013417191
2008-06-20,132.84,133.09,131.22,131.58,289275700,117.47,2008-06-20,0.9837534545
2008-06-23,132.09,132.23,131.32,131.45,165096400,117.35,2008-06-23,0.9989784626
2008-06-24,131.05,132.44,130.19,131.19,267300600,117.12,2008-06-24,0.9980400511
